,achievement_count,average_cadence,average_heartrate,average_speed,average_temp,average_watts,best_efforts,calories,device_name,distance,elapsed_time,gear,kilojoules,laps,map,max_heartrate,max_speed,max_watts,moving_time,name,pr_count,sport_type,start_date_local,suffer_score,type,weighted_average_watts,shoe_distance
15,1.0,71.9,148.4,4.156346,93.0,284.6,7.0,994.0,Garmin Forerunner 265,6.29,90.98333333333333,Brooks Ghost 15 Brooks Ghost,1551.6,7,gkumFtzrcO@DGN?H@FJJF@PARJp@Pl@JNHJ@HGDOAIMM_@Bq@I}@YCE`AuEBCN?`Af@PRHDD?HGFMEUEIY@IAcAc@GGZcBNk@HcCD{D@OBChADz@?DDCdCGx@JLPFLAd@DLALD~@FrCJDBGrCNl@LNZP\FlBDFBWrCOp@]f@m@n@iAhAQJST]\AFLND?X_@z@y@PPN^\`@f@f@Z^DBJ?FWAQy@o@CBGAUUk@s@CK@G\WbAkAFCj@\d@b@d@bAF@H?JUGWcAu@_Ay@?MN_@VqCFKD?dAb@LF^LVRJDHAHQAKIM_@Ic@Ee@UIAy@][EmACo@EOEMIMWGa@F}BLCd@Dd@@v@Hv@Bj@Hl@Pz@^fC|@HABEDQ?KEGKEa@Hs@YO@i@QOQqAg@{AMgACs@Kg@?mAE}@Is@AUEsAGKCEKASFu@@qAFK|ERlDVp@@d@HTPD@DAHEBWAKGGgEQCE?MBYBqAJU@KAEQMUDkBc@GGKSGEI?EBEDCJDRFHN@vAZr@T@XGz@?d@EN_@A]E_AEQC_ACgAGKCCq@Fw@DuBAuBBoBDc@AKWCGGHqAAg@DUAImAEBAyBIYC_@?_@Gm@AyBOQ?o@A}AM_@AYEICs@@e@Gu@CsAAc@CECEIW}B?k@I}@GwBGo@B{@GyB?aCRcBRkAPi@Xm@BK`@u@Ri@`@y@V{@Hm@Je@@uAEu@McAg@aBOa@W}@w@qBk@yCIm@Ck@M_AOuBGmA@eAPiCX{A|@mDb@qAHi@ZkAh@aCFMNo@fBqFJi@LwA@g@CeAKaAI_@@Q?LTdA?RDv@?ZEpAStAIXw@vB_@vA_@hA_@xAY|ASn@S`AQf@gA~DKb@MbAGjACfAFbBt@~Gl@vCn@vBp@dBT~@Lj@Fb@@v@CzAWpA]hAa@p@eAzBK\YnAQfBCr@BjC?v@PnFJ`A@f@P`CBHlBJj@CB@C\@FB?zAHRDv@?`BLrDPj@FL?dAD|AHd@FlABJJI`ACdBC`@CbB@pBGbAC|BCF{@GgAAGGBc@Bc@H[?IEKCEM@OH?TDV?b@KdCGvEE~@[~AKZEZSp@q@~CIHEA,168.0,17.788624000000002,462.0,5451,Morning Run,0.0,Run,2023-07-13 10:42:53,116.0,Run,293.0,192.06
16,0.0,74.2,147.7,4.415838,95.0,313.4,6.0,793.0,Garmin Forerunner 265,4.85,66.16666666666667,Brooks Ghost 15 Brooks Ghost,1238.3,6,ekumFvzrcOGT@LFJTAbA\r@HPLH?JIBSKOG?SD_AKs@WEEZiBLa@PaAFMXDr@^NHHLN@JM@YIGGCOBMAo@[YICEBSNg@Nw@Hi@L}E?aBHIdCJD@@LCfAKhCA`A@\L`@d@r@Xl@Rt@HdA?LGd@@HDJHBJEDGBQSwB[mAOYa@m@Sk@A_AD_@fAH~@@j@FtBHDFElCFb@T^HFPHJ@xBFH@BBEv@SfBK\OZSX}@~@]Vw@x@ID[ZBLFFB?nAwABAF?DDb@x@jArALHLCBGBKCSCCi@IIEaAsAIQAI~AeBDCpAbAd@~@DBH?HKBSEOu@g@gA}@EG?KJYFc@JaADw@@CD?^HpAf@j@^D?HGDW?GMKk@Ce@O]Q}@Y]G{BK[KIKEME]DcA?y@BGH?`BFtBNj@Nl@VTAPBXNBLBD|Af@D@HGFOAQQM]JYEqAi@]KUMyA_@{BKqDU]?iCQu@AEACKB_AA_@D_A@IBA~BJx@Ht@Bb@F`A@hCNJDLND@HADEFQISGCkAAsBOCK?MDs@?k@Lc@COIGYByAYUKMY[BEBCLFNvCt@JHEzBCHE@O@u@I{@ES@m@G{@Eg@EO?EAC_@JwD?}CFgBBgCFOXBPAtBNl@@fBL^?hBLp@@~APb@FfBFpDVpACj@O`A_@b@KVCF@a@BODc@PwA`@g@De@A{COc@?SEgACUG_AIqCQCBEzAERIDa@Aa@@QEKa@AeAFMCMcBGm@@eCSCNOpFA|@BhAElBEf@AhAABE@cCICEDaABQDM?K?GKKK@GFERDT?p@GnAEhDI`CC^Ih@[jA?DDBbBp@NAH@HH?ZILO@[[cAa@I?e@vB_@vAHFd@R\Jn@DLEH@FDDJ?JAFEFMD[Ou@Is@WYAKCCECK@QFMCG@IIEC@?G?B,163.0,6.782584,452.0,3951,Lunch Run,0.0,Run,2023-07-12 11:06:32,84.0,Run,322.0,185.77
17,0.0,73.6,147.8,4.605983,91.0,323.1,5.0,457.0,Garmin Forerunner 265,2.8,36.61666666666667,Brooks Ghost 15 Brooks Ghost,705.9,25,akumFtzrcO?DGP?J?FFD`@@XPrAPRLHAJGBOOQEA[Fy@IWGYOGG?EReAtA{FPiAD{@JsE?sABGJCr@B~@HDABGJgEAmDNiFn@EjAFt@Bt@F@@qACgBMMBCFA~AKpDBtBMbEHaFCm@BP?~@IbE@TCC?IBa@Au@D[B}@AqBB|@IdDAnACQJkC@qC@~@IxC?pAC@AKB]CK?UHsABcACI?cABzAItECGFcBBcCAgADdAKhFTD^?rETwBCuCQb@CbAJdBFj@F\??BeBEoDUABCbAC^@JAT?HEr@DDLBd@?PBbDND@BDBVCBUAaEQ[GGBChABVLX|@xAG\GBc@{@g@u@Mi@?a@HsA@_BBo@@i@AEq@A{AKE@QTBXMdFE~@Kn@Or@ITG^M\w@xDEDIC@MKGBA,181.0,8.581132,785.0,2185,Morning Run,0.0,Run,2023-07-11 10:57:55,48.0,Run,363.0,180.92
18,0.0,73.1,144.2,4.56348,90.0,318.1,6.0,606.0,Garmin Forerunner 265,3.73,49.083333333333336,Brooks Ghost 15 Brooks Ghost,936.0,5,ikumFdzrcODCHALs@Vw@Fe@L[?Kg@WK?e@I{@Gi@AI|BSpAI|@IVKp@?^GNGBI?GGCI?ITONQDc@HW\{BFg@DwAA}@D?VFvBNr@TDADKTeANoA?QH{A?iAJ_FCi@DKHGNBFN?NKXA|@@JD@JAV?fBJR?XBvCJJBfBHBEBa@Ag@Bk@AGGGi@OgBa@IQ?SBGFEH?JFRV|@R`@PL@RCLJDLM^Al@CTAl@DFHBp@Ar@HjABJBFJ?TIPIDICQWOEoBE}CSw@AaAK}@EQECNAtAG`A@JbAJhA@zE\tABhAHbAN`E|APGHANL@NCLKFO?QE_@UoA]MIQGm@Y]Ig@Ic@?]Eq@AcAIG@K`CF`@LNJHVDh@DV?NB\@v@JRHHFF?d@NXNn@JFFDH@RABMHM?k@a@OEsAi@GACBCl@OzAQz@zBdBJN@RKPKBKCECS_@IWiAcAGCG@KVoAlADNdArAn@THHBVCHGFGBM?MM{@aAWc@Qc@ECG@oApAI@CECO?EJM\]NKbAeAdAcAJOL[Lm@PcCKEuBE]ISQSa@G[DwADu@EGEAm@?kBKoACq@MGFALC|@DXfAnBRr@Jl@B~@FN@RGPGBI?KEEWDg@ASOkA[_Aq@iAMk@NoHCEm@@g@Ak@KEFCrCM`EWjAQl@AJHJ|@^JBLCLBHHBRKROFKGWW_Aa@IAu@pDMb@?Bd@RZFt@JPGJBJJ@RONK@]Oo@GgAa@UW?GFQCA?G,165.0,6.3217620000000005,497.0,2942,Morning Run,0.0,Run,2023-07-10 10:43:55,57.0,Run,333.0,178.12
19,0.0,74.8,147.9,4.733492,90.0,321.9,6.0,515.0,Garmin Forerunner 265,3.13,40.05,Brooks Ghost 15 Brooks Ghost,765.2,5,akumFvzrcOA?IVBPFFF?JAdAZx@HRJB?HIBQEIEEK@SDe@IYAs@]G?He@FHDYDGFa@NQBSFGAEHSPOCKHCN@\HLDNNNFF?DCFMAYII_@BSE[Qa@OCERs@V_BDmADi@FcE?MBGXAv@Fr@BB@@HIrDDPf@JtET|@@DDE^CrBDXTd@NLd@Jl@HbAAJF?JQtA?d@Yr@]l@_AbA_@ZWX_Ax@AFBHD@PCPUTW\]HCFFTh@TZVTf@r@HFLADGDSESc@KMKk@q@[g@?G@S|@y@Za@HBjA`ATn@HJNBHCFI@IASKMe@Ya@c@QK_@]Jc@ZyC@CFAjBt@ZVJBF@FEFI@KESEEk@GaCw@i@GkBE]MQUEOC_@FkB@IBErAHtAF`AJfA\xAn@h@RD@JCF@PPHCDGDM?KGKMCQFK?cA_@oBw@y@QeACcAGqBKaAIwCMg@G[?EIAQDu@BwA@ItADfAHV?j@FbBDrAJT?t@FPPJBLCJO?EESKEsACgBKEI@c@AMDaAF]EUKCSBe@IeA]U[KAOHENBLHHTHpB\PF@PI|BEBmAKcCI]Gi@AM@[VcACaAICFAxAG|BEtAG|@g@jBDFh@RZPJ@LAJDDH?VMNKAQQi@Ym@YKCG?Ol@QdA]xAGDEAAQIG?BA?@AE@BCED,163.0,7.869766,500.0,2377,Morning Run,0.0,Run,2023-07-07 10:24:36,52.0,Run,334.0,174.39000000000001
20,0.0,74.0,149.3,4.758099,91.0,330.9,5.0,445.0,Garmin Forerunner 265,2.68,33.95,Brooks Ghost 15 Brooks Ghost,671.8,3,ikumF`{rcOCD?NLPZ@v@XTBdAWECI?MDO@e@Ia@MKGQEEE?EJs@Tw@`@iBD?jAh@RRD@FALU?IGMKAM?MCi@Y[KCGl@uCHaEDm@@oA?EDEjBJX?BDCrACd@?l@IzABp@F`@v@jA^fAHl@@l@Gj@FPR?FIDMIeAOeASu@O[m@{@K]AS@u@@QDK`AHtBJr@Hx@@BB@VInBHf@PZZTRD~@F|@@D@W~CUp@SZcAbASNYZoAfACFLPLChAqAFCHDVh@hArANRLFHCFG?E?[_A]m@y@Wc@AIj@k@`@[R[JAnAhA`@v@NBJM?YEKy@k@c@c@]UCG?OBCJk@B]F]HgADCPFvAf@l@`@N?HKBIGSIGa@CMCk@QeAc@e@Ii@?{AGOISUG[FkBAYBIX?dCRl@@VBf@NxBv@|An@BALKBOCOAEQEYHSEgCcA_@Mm@M}Oy@EEAID{@BcBAIECOBo@A{AKOFGLM`HKx@QbAi@nBq@dDK@AOKE,172.0,7.221036000000001,508.0,2030,Lunch Run,0.0,Run,2023-07-06 11:46:00,47.0,Run,344.0,171.26
21,4.0,69.8,144.0,4.4918960000000006,93.0,300.0,5.0,451.0,Garmin Forerunner 265,2.89,39.71666666666667,Brooks Ghost 15 Brooks Ghost,695.5,3,gjumFd{rcOTL`@LPDl@FHAFEH@HJBPAFIJGBi@Sc@C}@[GGAMR}@AF@Ar@uDXF\NXNNRLFJEFS?IEK[AICiAc@@S`@kBFi@N_G?q@DOXDX?nAFDB@JC|@KpBRPJDb@?hAHb@@pALv@@J@@BAp@Rr@?ZDVHVRPvCNh@LvAj@t@JLR@JAJIFM@OESO[OSE{@a@IAGD?TK`BU`ALPn@b@bA~@FRARMFK@MGYq@_@[e@i@OIGB]d@y@t@?JDPh@v@ZXd@NNLBRCLCBKFKAa@]s@w@Q[Qe@GEGBgAlAIDEAGEGQtAiAhBgBZa@Nc@F_@V}BAQMBe@@a@G]?UCWK[YIQESAk@Fg@@eADMHIRKrCJh@FN@p@LzAn@|Aj@H?PEJ@LN?REFIDK@aC_As@Ue@Ua@G[i@gAA}AMu@AWE}@CIC]@]G]Ae@\y@EKCG@CV@JCh@@RL\f@t@?FEJC@E@o@}@Oc@Au@@k@Dc@?c@BaABe@?kAGI]@}AICGAOBQA_@Ha@CSCCKAKJANBR?x@Er@ApAEp@GtDKz@I\KXARB`@BFnAd@`@DFF@PIVKBGAWYeAg@E?c@rBc@fBx@Zz@HTEF@HFDH?HCJIHO@SOm@Eg@OYOM@MCIKAKJ[CC?KGG,184.0,8.496126,622.0,2318,Lunch Run,3.0,Run,2023-07-05 12:13:09,41.0,Run,337.0,168.58
22,0.0,69.3,149.2,4.4471560000000006,93.0,292.2,6.0,642.0,Garmin Forerunner 265,3.94,53.45,Brooks Ghost 15 Brooks Ghost,932.3,17,_kumFdzrcODC^qBZcA?M[QSE{@CmAKE@?h@GpAu@xE?h@KLG?KCIIAEBON]r@uEHmBGQ?WDGFAZJp@DDCBIBc@BiCHgA@}@?GJMFQFe@BiDDe@Lm@FWHOHa@FK^uAPqAASDUDEZkCBCJAP?nCPFBV?lBFdAHlCJzALhAD|BVdABpBT~@FXCx@DZCtBm@wAd@g@H_@?yBGaAGWEM@KTEj@Bv@Cl@Id@GFI?OGIOAKIOIa@@_CGQqG_@sBI_@Em@A}@Ku@ATC^?xALdBHDFEh@?hABDJBd@DLGHWF_@Du@@EDAPAnCNrAPvAHX?|AFd@FnBD^InBo@j@EABQ?_@DiBn@UDmA@i@E_AAeAKM@QRCn@@h@EfAGVEDM@MEOMSm@?k@Ba@BcACMEEiDUq@Cs@EoBIu@IoA?IEg@CKCK@CB@j@CXAlAEd@BJEz@BnBMvBAlBERWXCJAdAEjA@^JL`@HVAx@H`@?`AJr@@f@BDJAbAEp@?VF\NXJHVNXBbBBJBFF?^OrAQx@M`@KPm@p@YTKNSL[^aAx@DPDD@@FCb@i@\[^e@xAoALQTe@H_@VaC@]CEaDMSGUUMSKk@?OLmBCMGCS@c@E{AEa@Ey@CcAKIOBmBFeAAKECW?iBIC??HCjBCDOHEDEjDMt@YpAGd@e@fBYxAM`@C@ECAMEC,185.0,9.453562,808.0,3191,Lunch Run,0.0,Run,2023-07-04 11:30:21,66.0,Run,343.0,165.69
23,0.0,71.1,139.5,4.4471560000000006,82.0,300.0,6.0,540.0,Garmin Forerunner 265,3.42,46.18333333333333,Brooks Ghost 15 Brooks Ghost,831.4,17,yjumF`zrcORaAPm@Fe@JY?Km@UkAGa@Ge@CAB@NA^GtAm@bEAl@KNG@I?IICSRa@BO^iCPaADcBGe@DMHGB?XJr@DTDv@@^HVP@?BCPo@XcBFqCFeAAw@FuCEk@HODAL@HHBFANI\?bAnABj@FJCHyF@i@C]HgCD_DBCJ@LDDLQhEApAB~AOlE@PfCN|ADz@HDIBY@aBQISC]OkASMEGMAQFKNEJDNTnBd@ZAJHBDADALIRAd@E^Ar@dERHBFTCPIFKBMIKKOAy@C{@GO?gAK{BKMCuACe@IC@AHAxAE`ADLNB^AzBJj@FlDPXBj@B|AJp@NvAn@pAd@JAJGPDFJ@REHGFSAoAc@qBy@c@Oa@G_@Ac@EeAC}@KGBEpA?z@H\LJNFPBvBLf@H`@NVFl@Xv@JFF?NETKDG@m@]q@W_@QE?SIC?MhBYxARP\TZZd@ZLLHNERILKBIGMQQe@y@o@UWG@ORc@d@}@v@wA~AC@E?KU@IzDwD\g@H[Fm@Jk@FkAGCu@?qAIWOSQISG]DoBB]GI_DKyAMg@?UGGK?Q?m@FcA@_AIC}@AiAGQLAHGpEMtBQbASn@C^Y~@e@~B,162.0,9.310394,748.0,2771,Morning Run,0.0,Run,2023-07-03 10:13:16,34.0,Run,312.0,161.75
24,0.0,71.7,142.0,4.422549,91.0,297.9,5.0,346.0,Garmin Forerunner 265,2.24,30.4,Brooks Ghost 15 Brooks Ghost,543.3,3,gkumFpzrcOD?BAFk@HWD[Rs@P}@e@SyAEk@IU?A@@h@ElAk@bECNKRADDPAHGFI@MKEM@IPc@^oCP_A@QAWZi@?c@JAzBLPSHCNBZNDELu@Lc@Hu@JkDDi@Aq@FeDEa@DMHEL@FDDD@HKd@Ap@Ej@BFpAHj@?DBBF?lAIf@?VCZ?HDFJH\FxADhCPh@@FBDD?LE`CHf@NVNLHB`CNJ?F@@NEh@G`@?d@If@KJM\]`@cA|@i@j@SLWZEL@DHFJ?FMj@o@FEF@`@x@PR\Zd@l@LBFEHSESu@YUSUWYi@EK?MRUn@g@Za@HAnAdAVl@HLPDHI@QEW_@Uc@_@s@i@MOJUFWVsC@CF@r@Vv@Zf@^L?DEDI?UGMu@G}Am@e@MYEqBEUIOMGMI[B_BDe@GUMQw@?}F]MQEU@{@HkACKCBi@AyAIA?@TAr@GvBE`@@dAOjAa@jBc@\m@rCERIJ,163.0,6.406768,431.0,1824,Afternoon Run,0.0,Run,2023-07-02 13:18:52,30.0,Run,310.0,158.33
25,4.0,72.3,147.5,4.588087000000001,90.0,308.4,6.0,488.0,Garmin Forerunner 265,3.13,40.9,Brooks Ghost 15 Brooks Ghost,756.9,5,akumFvzrcOLe@F_@H[Nw@Ts@?IUKm@M_@?w@Ie@?AD@b@ErAq@`ECX?^KNKBGCIIC[P]Lk@h@cDFgBEW@WHKDA\Jh@FF?BELcHDa@NQFOBe@AmBFkAVoARg@^}AR_AL_BN{@LgADEFAvABbBRN?DLMxG@rAOlF@FpDNfBLHABK@aADw@OEQCuBg@KGGUBOHIN?HFFPHFVBpA^TCLFDTIXItB@FLBp@@nAHr@AHDDVERKFE?ICMOIEW?iAEq@Gq@CaAKo@AyAKc@Ai@ECF?zAEdABJDBlABDBPXHBZ@PDb@?tBJBJG~B@RP\RFTDb@Af@FVA|@PdBp@d@DJDFJDPIPCBK@GAa@[eAa@_@QIAEFGd@M`BOn@@FDFlAx@j@h@FRANGJKFE?MGKMUk@e@a@_@c@ICaAhA[XCJ@JhAnAv@XBZGPOFICQOy@aAU_@Q_@KKmAvAMHIAGI@SlBgBjAkAd@q@JWBUXsCY@yBKOEOMOOM]Ao@HmBCK_BG[EW@m@Ie@?q@GO@GAQSJwD?Iu@Ga@?s@GKDIH?FGrA?^GlB?bAGh@WnAILEZSp@Kr@Ob@Kz@Mf@E@GCAGDIGA,184.0,8.63482,591.0,2454,Morning Run,3.0,Run,2023-06-30 10:19:18,49.0,Run,338.0,156.09
26,0.0,71.5,143.4,4.297277,91.0,297.2,6.0,545.0,Garmin Forerunner 265,3.48,48.85,Brooks Ghost 15 Brooks Ghost,866.9,5,_kumFjzrcOVeATmANk@@Ko@UuAEu@IE@CDB\ErAWjB[pB?d@ONG@IEGQ@SLUJg@j@{DBuAEe@?MFILA\Lj@DB?BGDqDHeCBMPQFOB_@?}BHu@AMJu@^mAl@_CPiATiCDOFQHEdAD`CRFD@NOjF@jCO`FNBzFVRBD?BSPYDSDu@HU@OMMKAIBMA}Aa@KGKWICSDCVFN^LrBb@HFBHKzB?BDDTAb@@dBLl@@NDFH@HCLEFMFGAYUkAG]EK@SCkAE_@Es@Cu@GS?]EkAEEHAbBGt@BJLDd@@NBh@@vCPbBFnCLp@Hj@LpAf@ZNTFp@VVGF@LP@RKLM?e@Qa@KcCcAw@SyEUG`CBXDLFHPJjBJNPTL@FQvAI~@I`@[f@o@t@aAx@}@~@SNCFRNHEjAoAHBZl@xAdBHBLEFM@MCIEEc@MQIc@k@]m@CK@C\a@^[Ze@FApAfA^v@HDJ?FIBOCQeCoBP}@@URoBHCVFrAh@^XJDF?DCFKE]CCKCe@Cc@S}Ai@}BO]L[BGAS_@Ic@DwCwBIiAK{AEe@OCMJcC?q@ACy@Aw@KQ?CDCnACb@GfDG`AKj@[lAGFQHKLQhAe@lBKFICKICBDDC??@?A,172.0,6.545462000000001,508.0,2917,Lunch Run,0.0,Run,2023-06-29 11:57:20,45.0,Run,311.0,3.48
27,0.0,74.0,146.1,4.306225,91.0,298.4,7.0,968.0,Garmin Forerunner 265,6.24,88.65,Brooks Ghost 15 Brooks Ghost,1557.4,7,mdumFvwrcOWLDGEIC??EGH?EABCA?KE?AGs@eB@Y`@cCNsFBgBBOFCTBbA@`@FFIBsCBu@DOCeAHiEA]JuAAKMEa@?qCIECIg@wAEuCQoAAuAOy@CMEYBi@?k@GoCKGCGGIaACo@OmBIgCGc@@YCi@Bk@GyB@mARwBJo@Vy@Na@l@gAVo@t@sBPuABkAGsAIg@c@yAi@mA]gAOaAW_AWiA_@sDUkCC}@@qBP}ATkApBqH^kBT_A~@aDd@oAp@aCN}ABw@GoAOaAAU{@}Cu@}BEUSm@CUg@yACQ[kAKo@Ko@Ck@BEd@MvA_AHC^Cb@B^HTBNHXHt@HFDCVD]@{ALqD@_A@GHC\FfBFs@@w@EIBI|B?~@KnABVAFCFO@s@IoBi@YEY?_@H[LEFa@XIHWLSFCDBf@LjAd@zBrCxJRf@JDnADRDbF@|AF`@Dh@@t@FhBDj@FzCLLD?\?BHBl@@l@FV?h@DvAPnAJH@JJ?VO`BAj@UnDChA@JPH@PMzAGlAEZSzDIn@YfFAj@UrCCn@Ed@Af@OrBGzAD`BD\^zAx@lCh@|BJRt@rCr@lC|@zCTl@PRtBdEL\Xj@Vp@Xf@b@jAl@bCJj@n@vCr@bCP|@JXf@pBEHIBONMF_@JqBv@k@Je@ASEc@Eo@C_@EG?WEeAI}@COEA?K\E?wAOeBGEBAFGzBGFI@aAEMEK_A@u@DUIK_CEe@Gi@AUEI?IDA@CrBInC@jCGnACzBCRGpBCrADB^?t@FpCLHDLZ^@FJIbCHf@NXTRLD|@B`@Fj@@FF]zCIZMXQX}@z@MRmB`BCD@JJDFAV]n@m@PWXQx@w@TYXm@H]PaBFw@HAhA^d@P`@ZH@FAHM?SEGaAK_Ae@i@Qk@I[Co@?i@COEQSGUIe@@IQy@@m@CG}G[WIGGAK?u@HoB?QGGs@ByAKGBGP@nAEVC`BCT@d@GjAa@xAKp@KT{@`EE@CAEG@IKG,166.0,6.688630000000001,461.0,5219,Lunch Run,0.0,Run,2023-06-28 11:20:29,94.0,Run,306.0,9.72
28,0.0,72.9,143.1,4.688752,84.0,310.9,6.0,598.0,Garmin Forerunner 265,3.89,50.016666666666666,Brooks Ghost 15 Brooks Ghost,929.8,16,weumFb~rcOOAOMy@Ku@YU@OMCI@GRa@n@wCRm@k@[g@ES]AK@c@AKFWDmCJwBBcAAwAHyAPoAd@}A\sAFs@He@ZsCDQZAz@Db@Fz@BRTTQJAjCPbCJvBLl@@~BRVF~@BDBDPCbA@`AKt@CDKBKCIIMk@O_@@uBCMGGyBSmAEICE@KrB@VGDu@SYYIUCcAEYg@@aBIcBOK@KH?|AIpD@`BC`CE~@@LKlAGbDHDd@BRDf@?dCLTPb@JFHBVMvA@d@Nr@FJJFb@Hj@@hAJl@S^JdAd@n@HLHDJ?HEJKHIA_@We@Sk@S[OGAKb@UtBKb@K\U\s@t@eA`ALSDCPTXj@NJJRx@|@NEHMC[AAe@MMIi@i@e@w@b@k@n@m@d@y@Je@JcBFi@DEH@d@TbA\h@ZF?HI@SCKKGs@K{Ak@_@KyAKg@T@DRBV@x@APDWfCOx@Yd@QTyBnBy@z@LNJA^c@\YJQFCFBTh@TZj@l@X`@DDF?LGDSIUk@UUOe@m@S]?KrAsALUTm@Jg@RgCBEPB\LnAh@RRHBLCDGBUCMGCc@?{Ak@_AW}@EK@CJFLVD\AF@BBEp@W|B]t@kAlAqAhADIZ[DGd@c@^a@d@a@VYJYJgALi@DcAc@CY?g@Ea@ASEWQIOMk@A]BYAi@Fm@CEGCY?i@GgAEyBIWCOEGICU@{AFkAAIiBEWCE@EDEdEIjBI~@e@jBs@jDGHQHUPI@IG,177.0,9.52962,666.0,2991,Morning Run,0.0,Run,2023-06-27 10:33:41,43.0,Run,336.0,13.610000000000001
29,0.0,73.7,146.1,4.525451,88.0,312.1,6.0,666.0,Garmin Forerunner 265,4.29,56.9,Brooks Ghost 15 Brooks Ghost,1065.6,5,ojumFdyrcOjAaF\eBHgBAM@W@}BJoDE[DQHIJALHDLALKXEz@BHxADlJd@HM@w@Bq@AKMIWGSO_@E}@YOS@IDKL?TTLF`Bb@Z?NFDJMf@I|A?LBFnCPh@@NHDNCRGFIBGCMOKEoAGoAI}@Cy@Iw@AoCQCH?|@E|ABLrBF`ADp@FfH\|@PxAn@dBj@RGJ@FBDL?HCJIJIBgDqA[Ic@S[I{EYCHEvBFd@NTJDLBfBHd@?^JRJzAh@d@FLN@LGLKFK?YU[OcA]SKG?C@?JEl@QzAOl@HJLFdBvAHL@PEJIFK@IEWq@GK_@]UOUUEAC?IPo@n@a@ZAJTh@JNh@j@h@RJHBNCPEFQBWSi@u@SQOWO_@GII@sApAIACECK?EjA_At@y@r@m@Ze@Xy@Bc@Hg@HkAcCISGSMWi@Km@BiAFg@AK}EUoAI?CH?l@DdETh@@FHIbCD`@P`@PN\J|BFHD?JOjAG|@GXITMRkApAsAhAg@l@EHPLNKbAgADAv@jAbAhALDLEDWCKWOUGSOq@y@MYAKhAiARYHCrAdAZx@HFNEHS?MCIg@Y}@y@YSGIPk@D[NqBFIHB`Bl@n@^JAFSAOCGECi@Ew@[a@MIAYM]EkBIWCMESUI_@Aa@FgBJExAJlADf@FTDr@RtAj@B?HM?KqBs@i@OWEkCQeCKuCOe@V}@EU?GEEGAo@?_AHgBAMMC]?i@CcAAGBAHEnDGvAAz@Cd@YxAQh@ANYbASfAUz@,165.0,6.290444,504.0,3414,Lunch Run,0.0,Run,2023-06-26 11:21:19,63.0,Run,320.0,17.9
30,0.0,73.9,149.2,4.523213999999999,91.0,315.7,5.0,492.0,Garmin Forerunner 265,3.09,41.016666666666666,Brooks Ghost 15 Brooks Ghost,775.3,5,yiumFjwrcONcAJ[CMe@QKC]A[?gAKI@A@@LAlACb@q@~DAP?b@OPQGGKP_@Hw@j@sDFsACA?SEQBSFIJA\NfBLT?PBd@T`@aBHk@N[HI@IRoHDIDAzAHZDDCJ}E?yBBaCHaC@GHDREEhBCXEbB?hDIdDAp@@B^?fAFb@?lCRFAD_@@u@Da@COy@U}AYIGGI?OHOFEDAJDLTHD~@Rb@NJ?JANBBF@NKZAn@EXBHAXBJLBbAB~@Hf@?F@JH@PAJEFMFMGMQICG@uAEc@GmAEi@GwBI_BMI?CBGlDJDf@?xDRZPVHF?DB@HKtB?XH`@HR\XRDdBJV?F@BDWhCGd@]l@{@z@Kl@?Fh@z@^b@p@XHHBLETIFG@GAUQeAoA[s@AKDMf@a@^e@VSFMFCpAdA^x@LFJ?FCDYIOs@g@W[q@k@@OF[RyBFa@FANHrAf@j@^J@HCDM?QKIo@IkBu@w@KoBIKAMIKKGMIc@?_@Fg@@e@?S{@E]Em@@sCOg@EICGOA{@DcCCEq@AKQMMs@AEIASDm@HU@OISMCE@GFCNFb@GrBClBIlB@~@Ef@SbAw@~Cc@zBKFK?CA,166.0,5.869888,461.0,2456,Morning Run,0.0,Run,2023-06-24 10:55:04,54.0,Run,321.0,20.990000000000002
